-101.6	127	1
-76.2	127	1
-50.8	127	1
-25.4	127	1
0	127	1
25.4	127	1
50.8	127	1
76.2	127	1
101.6	127	1
-101.6	101.6	1
-76.2	101.6	1
-50.8	101.6	1
-25.4	101.6	1
0	101.6	1
25.4	101.6	1
50.8	101.6	1
76.2	101.6	1
101.6	101.6	1
-101.6	76.2	1
-76.2	76.2	1
-50.8	76.2	1
-25.4	76.2	1
0	76.2	1
25.4	76.2	1
50.8	76.2	1
76.2	76.2	1
101.6	76.2	1
-101.6	50.8	1
-76.2	50.8	1
-50.8	50.8	1
-25.4	50.8	1
0	50.8	1
25.4	50.8	1
50.8	50.8	1
76.2	50.8	1
101.6	50.8	1
-101.6	25.4	1
-76.2	25.4	1
-50.8	25.4	1
-25.4	25.4	1
0	25.4	1
25.4	25.4	1
50.8	25.4	1
76.2	25.4	1
101.6	25.4	1
-101.6	0	1
-76.2	0	1
-50.8	0	1
-25.4	0	1
25.4	0	1
50.8	0	1
76.2	0	1
101.6	0	1
-101.6	-25.4	1
-76.2	-25.4	1
-50.8	-25.4	1
-25.4	-25.4	1
0	-25.4	1
25.4	-25.4	1
50.8	-25.4	1
76.2	-25.4	1
101.6	-25.4	1
-101.6	-50.8	1
-76.2	-50.8	1
-50.8	-50.8	1
-25.4	-50.8	1
0	-50.8	1
25.4	-50.8	1
50.8	-50.8	1
76.2	-50.8	1
101.6	-50.8	1
-101.6	-76.2	1
-76.2	-76.2	1
-50.8	-76.2	1
-25.4	-76.2	1
0	-76.2	1
25.4	-76.2	1
50.8	-76.2	1
76.2	-76.2	1
101.6	-76.2	1
-101.6	-101.6	1
-76.2	-101.6	1
-50.8	-101.6	1
-25.4	-101.6	1
0	-101.6	1
25.4	-101.6	1
50.8	-101.6	1
76.2	-101.6	1
101.6	-101.6	1
-101.6	-127	1
-76.2	-127	1
-50.8	-127	1
-25.4	-127	1
0	-127	1
25.4	-127	1
50.8	-127	1
76.2	-127	1
101.6	-127	1
