58.875695	121.897963	-14.975026	-49.10721	-1.597795	-60.454327	-37.825009	-85.72291	8808
59.191236	121.88774	-14.926112	-49.077192	-1.583974	-60.261365	-37.621687	-85.674638	8809
59.422362	122.020243	-14.712466	-49.076529	-1.462079	-60.215027	-37.304607	-85.393727	8810
59.651038	121.972011	-14.508707	-48.966647	-1.18329	-60.139545	-37.205647	-85.350634	8811
59.652425	121.969177	-14.236324	-48.955998	-1.013711	-60.079919	-37.20273	-85.350636	8812
59.433102	122.024196	-14.056335	-48.833379	-0.751946	-60.020884	-37.303127	-85.354643	8813
59.20141	121.902137	-13.958154	-48.779095	-0.673676	-59.981732	-37.5352	-85.526829	8814
58.898713	121.925913	-13.968505	-48.768181	-0.683793	-59.973368	-37.819314	-85.65707	8815
58.664418	121.802587	-14.051195	-48.789742	-0.761427	-59.9911	-38.163016	-85.727627	8816
58.420368	121.823279	-14.216744	-48.883586	-1.011022	-60.023179	-38.286943	-85.758746	8817
58.3894	121.819293	-14.416804	-48.866423	-1.133717	-60.075129	-38.313755	-85.776756	8818
58.461094	121.837468	-14.497144	-48.883841	-1.211576	-60.099052	-38.241214	-85.761471	8819
58.718225	121.81162	-14.541805	-48.891424	-1.251386	-60.110641	-38.013511	-85.619682	8820
58.977876	121.937681	-14.529532	-48.869285	-1.243639	-60.089977	-37.728175	-85.659293	8821
59.331038	121.997125	-14.427312	-48.821148	-1.153404	-60.042564	-37.397227	-85.377067	8822
59.611141	121.967702	-14.195645	-48.831244	-0.999016	-59.979699	-37.25013	-85.334133	8823
59.656378	121.979997	-13.97746	-48.671326	-0.711624	-59.897812	-37.201085	-85.300538	8824
59.61726	121.96963	-13.727624	-48.693323	-0.552702	-59.842352	-37.248102	-85.313971	8825
59.343073	122.009102	-13.595999	-48.447973	-0.408254	-59.75039	-37.387057	-85.337996	8826
59.122921	121.886502	-13.562984	-48.411835	-0.378719	-59.726113	-37.720787	-85.600558	8827
58.72886	121.829187	-13.608694	-48.414287	-0.47055	-59.853563	-38.010132	-85.608457	8828
58.468592	121.840454	-13.751126	-48.480695	-0.575259	-59.87768	-38.236264	-85.778169	8829
58.381024	121.812759	-13.9816	-48.490612	-0.71849	-59.934911	-38.312253	-85.808403	8830
58.40582	121.817088	-14.081385	-48.520326	-0.909671	-59.8715	-38.295357	-85.745271	8831
58.651052	121.795254	-14.13802	-48.528449	-1.003216	-59.978154	-38.174076	-85.779218	8832
58.866177	121.89952	-14.203117	-48.560311	-1.025904	-59.969996	-37.832353	-85.721813	8833
59.18602	121.888822	-14.118386	-48.49481	-0.978771	-59.939935	-37.629391	-85.669923	8834
59.415368	122.021186	-13.990729	-48.446185	-0.730504	-59.887995	-37.310947	-85.385611	8835
59.647582	121.971059	-13.740724	-48.436392	-0.602752	-59.661415	-37.207976	-85.360258	8836
59.649114	121.969763	-13.533753	-48.315866	-0.324667	-59.590576	-37.205671	-85.344239	8837
59.432997	122.025792	-13.292332	-48.31866	-0.18553	-59.546457	-37.304169	-85.363646	8838
59.201007	121.901334	-13.22538	-48.285494	-0.109489	-59.514085	-37.477618	-85.401908	8839
58.896843	121.920503	-13.234285	-48.283112	-0.123675	-59.514535	-37.819805	-85.677257	8840
58.663903	121.801985	-13.297894	-48.297669	-0.202766	-59.532128	-38.162896	-85.744034	8841
58.419103	121.821998	-13.525764	-48.2578	-0.405713	-59.56408	-38.2839	-85.779176	8842
58.388362	121.815233	-13.664427	-48.300331	-0.584992	-59.601042	-38.315242	-85.7756	8843
58.464866	121.834782	-13.761301	-48.373533	-0.661558	-59.624542	-38.239297	-85.761211	8844
58.72122	121.811451	-13.792765	-48.372148	-0.705067	-59.624771	-38.012302	-85.620501	8845
58.983889	121.937116	-13.78964	-48.360965	-0.693956	-59.607977	-37.725808	-85.661028	8846
59.3395	121.996966	-13.716933	-48.326761	-0.604188	-59.563247	-37.390165	-85.384681	8847
59.619597	121.96145	-13.530099	-48.186191	-0.408899	-59.492854	-37.242927	-85.34545	8848
59.663408	121.977824	-13.277601	-48.22392	-0.170355	-59.442958	-37.188272	-85.332292	8849
59.627137	121.964028	-13.087745	-48.049041	0.023022	-59.361294	-37.238762	-85.326711	8850
59.353497	122.011995	-12.868194	-48.104197	0.221641	-59.333751	-37.378402	-85.36025	8851
59.130029	121.885327	-12.839242	-48.083239	0.253215	-59.318599	-37.709648	-85.630658	8852
58.736437	121.826431	-12.880757	-48.093329	0.204447	-59.326866	-37.914556	-85.678729	8853
58.611711	121.786752	-13.087342	-47.998387	0.011652	-59.319871	-38.22891	-85.733176	8854
58.391969	121.820298	-13.26608	-48.150972	-0.167752	-59.386562	-38.308948	-85.75204	8855
58.417381	121.8222	-13.348515	-48.171624	-0.268554	-59.41891	-38.287055	-85.748279	8856
58.655666	121.799098	-13.486411	-48.083591	-0.332284	-59.423062	-38.167534	-85.712468	8857
58.872435	121.906269	-13.515893	-48.072314	-0.428012	-59.416715	-37.82787	-85.673157	8858
59.190333	121.891759	-13.499695	-47.949213	-0.296107	-59.45733	-37.621068	-85.674452	8859
59.420363	122.026052	-13.299351	-47.952395	-0.178033	-59.404762	-37.305647	-85.396302	8860
59.64939	121.970911	-13.102239	-47.841101	0.016017	-59.24075	-37.207149	-85.30403	8861
59.650497	121.974598	-12.849786	-47.788804	0.275759	-59.218784	-37.204715	-85.302011	8862
59.43313	122.031838	-12.676807	-47.723144	0.412069	-59.210431	-37.302256	-85.359092	8863
59.200161	121.900119	-12.589346	-47.67579	0.508035	-59.008819	-37.473723	-85.409881	8864
58.892728	121.922102	-12.605954	-47.673825	0.440405	-58.999957	-37.823042	-85.665803	8865
58.663704	121.8045	-12.701546	-47.699876	0.358586	-59.015274	-38.165497	-85.733154	8866
58.416057	121.822078	-12.871276	-47.793376	0.211124	-59.058199	-38.291681	-85.765939	8867
58.377137	121.812448	-13.082234	-47.783632	0.030807	-59.178095	-38.322219	-85.739038	8868
58.45848	121.830739	-13.165313	-47.803345	-0.084251	-59.303322	-38.244652	-85.773007	8869
58.71325	121.807449	-13.213557	-47.804643	-0.133096	-59.303662	-38.017871	-85.620408	8870
58.974389	121.935568	-13.210914	-47.787783	-0.127203	-59.284592	-37.7341	-85.669106	8871
59.325488	121.995575	-13.120587	-47.74889	-0.049811	-59.24943	-37.399136	-85.390302	8872
59.609152	121.960512	-12.888548	-47.757591	0.185407	-59.018598	-37.253504	-85.350384	8873
59.656719	121.973186	-12.71066	-47.617765	0.358788	-58.936143	-37.200981	-85.316794	8874
59.618005	121.965085	-12.52582	-47.550176	0.628804	-58.880807	-37.247548	-85.320493	8875
59.343723	122.007524	-12.322197	-47.584273	0.750845	-58.830753	-37.390351	-85.353264	8876
59.122055	121.884303	-12.29141	-47.565638	0.781903	-58.809303	-37.722557	-85.622765	8877
58.731166	121.826288	-12.336665	-47.568515	0.736781	-58.818304	-38.010296	-85.608778	8878
58.473026	121.841347	-12.523301	-47.497657	0.627103	-58.838291	-38.24014	-85.720815	8879
58.386869	121.814987	-12.692503	-47.550223	0.364738	-58.882583	-38.319197	-85.745487	8880
58.407477	121.823086	-12.812988	-47.655618	0.264488	-58.920997	-38.29618	-85.743924	8881
58.655826	121.798726	-12.859978	-47.65773	0.204073	-58.93134	-38.174047	-85.717042	8882
58.875807	121.906565	-12.873402	-47.647789	0.183579	-58.925589	-37.833474	-85.655857	8883
59.189463	121.891654	-12.821111	-47.620468	0.239861	-58.896468	-37.626669	-85.608808	8884
59.421758	122.024605	-12.66446	-47.473431	0.362689	-58.831574	-37.31311	-85.325581	8885
59.650383	121.973352	-12.429306	-47.291543	0.648066	-58.771889	-37.208941	-85.295961	8886
59.654997	121.972802	-12.225966	-47.248874	0.820581	-58.776661	-37.201536	-85.34838	8887
59.437625	122.032144	-12.06118	-47.182997	1.001874	-58.638477	-37.302536	-85.323114	8888
59.204195	121.903408	-11.894946	-47.165421	1.156799	-58.642071	-37.478629	-85.362534	8889
58.903761	121.923512	-11.909985	-47.16276	1.145849	-58.636519	-37.815845	-85.635722	8890
58.667381	121.805361	-12.082361	-47.157426	0.977553	-58.595929	-38.157087	-85.696155	8891
58.426012	121.826567	-12.242423	-47.204962	0.809005	-58.732076	-38.27993	-85.777028	8892
58.393649	121.815225	-12.395913	-47.288966	0.678894	-58.775929	-38.31039	-85.787678	8893
58.467484	121.834437	-12.560725	-47.258402	0.598196	-58.815256	-38.233665	-85.782286	8894
58.722667	121.811852	-12.604985	-47.265319	0.422569	-58.814158	-38.011357	-85.619794	8895
59.117355	121.865744	-12.594817	-47.245729	0.467129	-58.707371	-37.720906	-85.633713	8896
59.340037	121.989733	-12.419399	-47.226622	0.648688	-58.706194	-37.387662	-85.359138	8897
59.618959	121.960561	-12.256197	-47.144445	0.792955	-58.669525	-37.243436	-85.344497	8898
59.663039	121.974047	-12.064014	-47.067824	0.987728	-58.440203	-37.186333	-85.346317	8899
59.625301	121.967082	-11.824878	-47.116	1.208031	-58.396766	-37.236139	-85.358485	8900
59.353976	122.009714	-11.670341	-46.941081	1.317988	-58.308943	-37.383102	-85.350076	8901
59.128918	121.883445	-11.641267	-46.911185	1.34181	-58.28378	-37.717805	-85.609844	8902
58.734773	121.828711	-11.700323	-46.924387	1.294207	-58.290967	-38.00643	-85.607829	8903
58.4754	121.838958	-11.853597	-47.041557	1.178835	-58.318595	-38.236738	-85.722716	8904
58.389896	121.814501	-12.07258	-47.009037	0.970735	-58.394931	-38.311044	-85.784151	8905
58.410717	121.821137	-12.18561	-47.040505	0.816855	-58.412126	-38.293725	-85.75354	8906
58.654192	121.797788	-12.25068	-47.044476	0.747345	-58.427782	-38.17423	-85.72422	8907
58.869342	121.903572	-12.275964	-47.030463	0.717154	-58.416837	-37.836701	-85.663563	8908
59.187124	121.891944	-12.223456	-46.989686	0.764486	-58.377129	-37.631718	-85.610214	8909
59.415859	122.025837	-12.091014	-46.922881	0.917306	-58.348377	-37.313213	-85.362999	8910
59.646423	121.973163	-11.878857	-46.771341	1.157899	-58.299198	-37.210375	-85.334461	8911
59.648366	121.972877	-11.662369	-46.701492	1.315193	-58.271855	-37.208809	-85.358669	8912
59.428303	122.033858	-11.432128	-46.704272	1.580272	-58.225164	-37.305673	-85.379916	8913
59.199593	121.904134	-11.335965	-46.600164	1.650866	-58.167921	-37.482666	-85.402735	8914
58.889662	121.928532	-11.355763	-46.597905	1.634834	-58.167557	-37.826076	-85.673611	8915
58.662734	121.807697	-11.454591	-46.666756	1.551009	-58.186372	-38.168023	-85.740879	8916
58.415607	121.827302	-11.68853	-46.660247	1.292684	-58.231251	-38.288187	-85.783245	8917
58.382209	121.814801	-11.865994	-46.746978	1.168669	-58.274428	-38.31782	-85.792347	8918
58.45868	121.836144	-11.925328	-46.756615	1.088931	-58.295013	-38.244033	-85.778395	8919
58.717839	121.811824	-11.966859	-46.75673	1.039504	-58.299845	-38.016025	-85.621069	8920
58.980374	121.934391	-11.950887	-46.745083	1.052838	-58.284283	-37.728218	-85.679554	8921
59.333673	121.998669	-11.879548	-46.713062	1.143962	-58.238712	-37.375718	-85.61034	8922
59.61165	121.963383	-11.689722	-46.584961	1.279544	-58.169374	-37.24847	-85.346634	8923
59.659396	121.976662	-11.422927	-46.596473	1.579882	-58.111581	-37.191617	-85.332548	8924
59.624025	121.965039	-11.218179	-46.450681	1.733269	-58.042712	-37.243403	-85.326491	8925
59.350383	122.00775	-11.001587	-46.471127	1.863714	-57.845204	-37.378348	-85.387752	8926
59.127398	121.884925	-10.967427	-46.489885	1.894108	-57.827904	-37.70964	-85.657128	8927
58.733737	121.824049	-11.007886	-46.494626	1.84323	-57.834121	-37.914145	-85.707473	8928
58.474655	121.83911	-11.218436	-46.403781	1.694313	-57.836469	-38.233431	-85.73206	8929
58.391913	121.814383	-11.401377	-46.52797	1.548292	-57.87952	-38.313534	-85.750444	8930
58.414901	121.82004	-11.486241	-46.543938	1.383691	-57.948058	-38.283764	-85.795733	8931
58.656527	121.794306	-11.619548	-46.476601	1.270973	-57.939283	-38.167576	-85.729501	8932
58.874688	121.898887	-11.637707	-46.460982	1.248595	-57.927955	-37.828816	-85.666371	8933
