7.325262		16.606693		3.33533
7.329259		16.610697		3.342167
7.333225		16.614675		3.343361
7.337251		16.618685		3.347357
7.341223		16.622673		3.351362
7.345287		16.626702		3.355341
7.349269		16.630694		3.359344
7.353268		16.634692		3.363342
7.357267		16.638679		3.367341
7.361272		16.642698		3.371351
7.36526		16.646692		3.375343
7.369231		16.650677		3.379339
7.373234		16.654681		3.38334
7.377293		16.6587		3.387339
7.381243		16.662672		3.391346
7.385263		16.666698		3.395344
7.389225		16.670675		3.399339
7.393277		16.674703		3.403333
7.397233		16.678677		3.407329
7.401234		16.682682		3.411337
7.405276		16.686702		3.415335
7.409221		16.69067		3.419328
7.413229		16.694681		3.423334
7.417274		16.698699		3.42733
7.421267		16.702694		3.431341
7.42525		16.706686		3.435326
7.429226		16.710677		3.439331
7.433276		16.7147		3.443328
7.437263		16.71869		3.44733
7.441286		16.722695		3.451342
7.445242		16.72667		3.455327
7.44925		16.730688		3.459325
7.453292		16.734702		3.463325
7.457225		16.738674		3.467322
7.461278		16.742703		3.471329
7.465268		16.746694		3.475336
7.46923		16.750677		3.479325
7.473289		16.754701		3.48332
7.477266		16.758692		3.487334
7.481268		16.762694		3.491326
7.485232		16.766678		3.495324
7.489229		16.770681		3.499316
7.493276		16.774702		3.503317
7.497262		16.778689		3.50733
7.501234		16.782678		3.511314
7.505229		16.786682		3.515316
7.509277		16.790702		3.519315
7.513244		16.794674		3.523314
7.517261		16.798698		3.527328
7.521225		16.802676		3.531311
7.525292		16.806709		3.535312
7.529264		16.810691		3.539313
7.533243		16.814673		3.543324
7.537276		16.818704		3.547327
7.541268		16.822694		3.551304
7.545228		16.826677		3.555309
7.54923		16.830682		3.559311
7.553277		16.834702		3.563309
7.557265		16.838691		3.567316
7.561231		16.842678		3.571319
7.565231		16.846682		3.575217
7.569268		16.850702		3.579306
7.573276		16.854694		3.583306
7.577251		16.858688		3.587315
7.581226		16.862677		3.591305
7.585278		16.866703		3.595313
7.589264		16.870692		3.599304
7.593245		16.874692		3.603303
7.597295		16.878706		3.607312
7.601267		16.882693		3.611309
7.605242		16.886679		3.615302
7.609229		16.890679		3.619304
7.613276		16.894703		3.623309
7.617277		16.898695		3.627304
7.621256		16.902681		3.631302
7.625237		16.90668		3.635299
7.629282		16.910704		3.639292
7.633267		16.914693		3.643299
7.637262		16.918677		3.647314
7.641278		16.922703		3.6513
7.645271		16.926697		3.655294
7.649238		16.930677		3.659291
7.653243		16.934688		3.663297
7.657277		16.938693		3.667302
7.661272		16.942698		3.671295
7.665251		16.946688		3.675294
7.669228		16.950678		3.679252
7.673278		16.954703		3.683288
7.677265		16.958692		3.6873
7.681234		16.962679		3.691291
7.68523		16.966682		3.695297
7.689283		16.970703		3.699292
7.693269		16.974695		3.703286
7.697235		16.97868		3.707298
7.70129		16.982701		3.711287
7.70527		16.986694		3.715288
7.709268		16.990695		3.719292
7.713232		16.994679		3.723284
7.717238		16.998685		3.727299
7.721297		17.002707		3.731281
7.725248		17.006669		3.735286
7.729284		17.0107		3.739284
7.733262		17.014683		3.743288
7.737258		17.018693		3.747311
7.741227		17.022677		3.751288
7.745272		17.026699		3.755282
7.74927		17.030697		3.759282
7.753286		17.034696		3.763282
7.757274		17.03869		3.767297
7.761258		17.042679		3.771283
7.76533		17.046716		3.77528
7.769217		17.050667		3.779279
7.773288		17.054703		3.783276
7.77727		17.058696		3.787287
7.781256		17.062689		3.791279
7.785226		17.066676		3.795282
7.789279		17.070705		3.799279
7.793226		17.074675		3.803276
7.79723		17.078682		3.807284
7.801278		17.082704		3.811277
7.805275		17.086696		3.815278
7.809231		17.090679		3.819277
7.81323		17.094682		3.823281
7.817277		17.098703		3.827285
7.821265		17.102696		3.831274
7.825229		17.106677		3.835267
7.829231		17.110684		3.839271
7.833279		17.114704		3.843272
7.83727		17.118695		3.847286
7.841235		17.12268		3.85127
7.845234		17.126684		3.855271
7.849274		17.130703		3.859266
7.85327		17.134695		3.863268
7.857241		17.13868		3.867274
7.861294		17.142703		3.87127
7.865272		17.146688		3.875267
7.869252		17.150687		3.879263
7.873227		17.154677		3.883263
7.877279		17.158705		3.887268
7.881269		17.162694		3.891265
7.885233		17.166681		3.89527
7.889232		17.170683		3.89926
7.893278		17.174705		3.903263
7.897285		17.178696		3.90727
7.901233		17.182679		3.91126
7.905233		17.186683		3.91526
7.909282		17.190698		3.91926
7.913273		17.1947		3.923261
7.917245		17.198684		3.927271
7.921287		17.202698		3.931257
7.925263		17.206694		3.935255
7.929269		17.210695		3.939254
