21.799442	-74.079926	139
24.734444	-73.135193	140
27.712473	-72.057442	141
30.500151	-70.872742	142
33.331707	-69.570236	143
36.136997	-68.133987	144
38.827728	-66.628098	145
41.376801	-65.027435	146
43.910053	-63.338341	147
46.296429	-61.584042	148
48.649452	-59.771294	149
50.92968	-57.781124	150
53.104111	-55.770851	151
55.219135	-53.671757	152
57.242928	-51.501373	153
59.216911	-49.211262	154
61.07629	-46.878456	155
62.900776	-44.382393	156
64.644119	-41.908302	157
66.190605	-39.340267	158
67.708931	-36.696072	159
69.112816	-33.955963	160
70.423309	-31.207157	161
71.632172	-28.35623	162
72.7248	-25.473963	163
73.71727	-22.537584	164
74.571899	-19.548119	165
75.299553	-16.600294	166
75.921898	-13.606655	167
76.4188	-10.602321	168
76.8153	-7.611884	169
77.072784	-4.547131	170
77.231667	-1.570249	171
77.26532	1.445585	172
77.192398	4.585303	173
76.978775	7.584636	174
76.656189	10.67085	175
76.21627	13.767314	176
75.674728	16.74696	177
74.952156	19.801657	178
74.145309	22.775505	179
73.289787	25.68585	180
72.194008	28.639462	181
71.060188	31.428028	182
69.839493	34.199535	183
68.46344	36.926086	184
67.048988	39.608559	185
65.443283	42.26347	186
63.775326	44.84922	187
62.026665	47.333675	188
60.078487	49.783428	189
58.192429	52.066883	190
56.092552	54.376724	191
53.933533	56.559242	192
51.721298	58.679996	193
49.376686	60.741547	194
46.939823	62.670456	195
44.488636	64.500275	196
41.8923	66.273254	197
39.299904	67.885818	198
36.635563	69.370438	199
33.868057	70.838341	200
31.139315	72.122414	201
28.277954	73.31591	202
25.406506	74.395721	203
22.455627	75.392029	204
19.428631	76.261658	205
16.453766	76.962105	206
13.435639	77.601357	207
10.32148	78.097847	208
7.260008	78.471504	209
4.217788	78.726585	210
1.100138	78.805542	211
-1.89954	78.854317	212
-5.021236	78.72934	213
-8.076517	78.466492	214
-11.152772	78.132843	215
-14.162389	77.642403	216
-17.164282	77.056946	217
-20.169851	76.322968	218
-23.073288	75.462021	219
-26.042757	74.550827	220
-28.941166	73.501999	221
-31.735859	72.294182	222
-34.575581	71.008591	223
-37.359219	69.571144	224
-40.029423	68.100334	225
-42.662262	66.457573	226
-45.225315	64.744621	227
-47.694641	62.901497	228
-50.085941	61.032635	229
-52.376183	59.043968	230
-54.6343	56.963718	231
-56.791164	54.778126	232
-58.928913	52.465557	233
-60.955276	50.076084	234
-62.849922	47.657776	235
-64.669739	45.11261	236
-66.403137	42.478443	237
-68.014824	39.796238	238
-69.552269	37.015148	239
-70.963326	34.178944	240
-72.256989	31.307274	241
-73.451141	28.344683	242
-74.512993	25.355986	243
-75.439728	22.362593	244
-76.236443	19.271212	245
-76.924507	16.197208	246
-77.466942	13.21252	247
-77.886986	10.140355	248
-78.208229	7.094889	249
-78.433891	4.031166	250
-78.471474	0.993029	251
-78.441025	-2.053656	252
-78.257462	-5.106164	253
-77.968567	-8.083045	254
-77.587593	-11.12343	255
-77.091583	-14.123651	256
-76.44828	-16.995399	257
-75.725052	-19.945904	258
-74.870506	-22.843979	259
-73.924599	-25.638132	260
-72.853905	-28.480696	261
-71.676888	-31.24675	262
-70.379074	-34.027275	263
-68.946838	-36.779869	264
-67.411926	-39.457512	265
-65.771576	-42.085514	266
-64.028038	-44.635674	267
-62.214874	-47.094643	268
-60.280315	-49.496983	269
-58.259232	-51.836582	270
-56.175457	-54.014454	271
-53.971218	-56.214142	272
-51.749149	-58.221985	273
-49.415421	-60.170181	274
-46.990551	-62.037041	275
-44.515656	-63.809734	276
-41.9832	-65.510651	277
-39.35453	-67.053352	278
-36.71133	-68.539505	279
-33.976673	-69.88916	280
-31.204365	-71.135208	281
-28.424686	-72.257172	282
-25.602758	-73.265747	283
-22.750093	-74.178665	284
-19.746243	-75.046135	285
-16.859015	-75.671021	286
-13.898749	-76.262436	287
-10.87469	-76.736046	288
-7.90837	-77.054619	289
-4.914475	-77.288658	290
-1.856768	-77.401199	291
1.165012	-77.374008	292
4.217115	-77.262894	293
7.258825	-77.012268	294
10.238066	-76.667572	295
13.241962	-76.137207	296
16.283857	-75.522545	297
19.208405	-74.812981	298
22.17659	-73.973465	299
25.084879	-73.023918	300
27.914061	-71.948044	301
30.640804	-70.811516	302
33.367176	-69.551018	303
36.033916	-68.181396	304
38.603069	-66.737572	305
41.157818	-65.173492	306
43.693596	-63.479656	307
46.171268	-61.670902	308
48.602627	-59.812767	309
50.917751	-57.796394	310
53.142845	-55.734085	311
55.364838	-53.536926	312
57.431156	-51.277241	313
59.441692	-48.925293	314
61.359142	-46.508102	315
63.186352	-44.019218	316
64.875999	-41.428917	317
66.480446	-38.867565	318
67.949104	-36.206364	319
69.355049	-33.511539	320
70.600883	-30.809509	321
71.735794	-28.035593	322
72.78215	-25.276985	323
73.726593	-22.480358	324
74.562744	-19.589428	325
75.287392	-16.667627	326
75.907852	-13.68726	327
76.409203	-10.671352	328
76.810196	-7.665555	329
77.072784	-4.569219	330
77.231178	-1.531241	331
77.273216	1.5299	332
77.186035	4.684904	333
76.965042	7.694475	334
76.634102	10.810027	335
76.179276	13.918786	336
75.642563	16.958862	337
74.90506	19.998175	338
74.079445	23.011999	339
73.156425	25.947798	340
72.091919	28.859964	341
70.929268	31.672279	342
69.714241	34.4744	343
68.300079	37.245041	344
66.834595	39.910851	345
65.312881	42.5061	346
63.686401	44.989216	347
61.880413	47.459324	348
60.001904	49.893574	349
58.131111	52.135403	350
56.041599	54.428886	351
53.889011	56.625732	352
51.715332	58.689785	353
49.393997	60.733597	354
47.018093	62.623619	355
44.59058	64.424698	356
42.012615	66.196312	357
39.359432	67.84362	358
36.616959	69.3825	359
33.786945	70.882523	360
30.937567	72.190559	361
28.038532	73.370354	362
25.123169	74.463303	363
22.178947	75.456322	364
19.16897	76.33503	365
16.229347	76.999306	366
13.162688	77.646164	367
10.095961	78.133125	368
7.091464	78.480263	369
4.018193	78.731468	370
0.928854	78.810539	371
-2.166194	78.850418	372
-5.269637	78.710953	373
-8.357377	78.462021	374
-11.401674	78.074226	375
-14.452798	77.601395	376
-17.444046	77.014656	377
-20.31118	76.288338	378
-23.19408	75.475395	379
-26.109648	74.568047	380
-28.970856	73.416527	381
-31.752968	72.288445	382
-34.577129	71.008682	383
-37.373772	69.563866	384
-40.048981	68.091087	385
-42.691196	66.443993	386
-45.274181	64.644417	387
-47.786304	62.8438	388
-50.268425	60.888153	389
-52.56908	58.81675	390
-54.895813	56.687981	391
-57.129101	54.425323	392
-59.234272	52.106045	393
-61.24025	49.716133	394
-63.14558	47.210522	395
-64.954453	44.652435	396
-66.716125	41.939205	397
-68.303627	39.329514	398
-69.767746	36.571327	399
-71.148849	33.73896	400
-72.384132	31.000008	401
-73.514915	28.139311	402
-74.553146	25.213442	403
-75.460373	22.295921	404
-76.231224	19.312391	405
-76.894112	16.300871	406
-77.453979	13.364854	407
-77.873184	10.367681	408
-78.194145	7.379226	409
-78.413635	4.305435	410
-78.47316	1.240449	411
-78.457191	-1.806917	412
-78.270584	-4.964674	413
-77.98996	-7.982252	414
-77.592911	-11.066858	415
-77.082199	-14.151029	416
-76.407097	-17.113153	417
-75.697266	-20.116688	418
-74.803101	-23.053102	419
-73.832947	-25.917658	420
-72.729721	-28.78146	421
-71.573441	-31.564951	422
-70.276527	-34.228905	423
-68.87709	-36.951824	424
-67.356842	-39.569321	425
-65.733475	-42.137428	426
-63.9883	-44.689472	427
-62.155746	-47.187702	428
-60.1422	-49.657814	429
-58.136539	-52.013191	430
-55.943924	-54.267262	431
-53.670914	-56.467678	432
-51.390442	-58.50386	433
-49.047661	-60.467052	434
-46.625988	-62.343971	435
-44.184643	-64.04982	436
-41.663197	-65.672142	437
-39.119228	-67.223152	438
-36.577969	-68.592781	439
-33.931137	-69.907471	440
-31.225204	-71.122017	441
-28.444611	-72.244049	442
-25.623125	-73.259041	443
-22.75672	-74.171783	444
-19.754581	-75.040993	445
-16.854826	-75.669312	446
-13.841535	-76.276978	447
-10.724865	-76.754784	448
-7.709649	-77.080978	449
-4.674402	-77.292793	450
-1.52281	-77.398125	451
1.451777	-77.376999	452
4.532951	-77.247322	453
7.534165	-76.999619	454
10.475242	-76.607826	455
13.489186	-76.089767	456
16.37295	-75.503738	457
19.233501	-74.803535	458
22.122408	-73.983086	459
25.011494	-73.053429	460
27.833357	-71.968773	461
30.589787	-70.822639	462
33.376213	-69.540054	463
36.214531	-68.143944	464
38.867397	-66.605156	465
41.483456	-64.974434	466
44.050758	-63.249821	467
46.476158	-61.454044	468
48.854103	-59.547947	469
51.165375	-57.568218	470
53.338169	-55.548927	471
55.492954	-53.446003	472
